TARGET_B,zipconvert_2,zipconvert_3,zipconvert_4,zipconvert_5,homeowner dummy,NUMCHLD,INCOME,gender dummy,WEALTH,HV,Icmed,Icavg,IC15,NUMPROM,RAMNTALL,MAXRAMNT,LASTGIFT,totalmonths,TIMELAG,AVGGIFT
0,0,0,0,1,1,1,4,1,8,5030,1168,1045,0,19,19,15,15,31,6,9.5
0,0,0,0,1,1,1,5,0,8,725,405,372,19,30,60,25,25,37,3,20
0,0,1,0,0,0,1,3,0,3,426,293,318,16,57,67,10,10,36,6,3.941176471
1,0,0,0,1,1,1,3,0,6,774,306,366,18,50,131,25,25,35,30,18.71428571
1,1,0,0,0,1,1,4,1,6,562,358,352,7,59,132,14,13,32,7,9.428571429
1,0,1,0,0,0,1,6,1,7,733,484,510,4,41,165,50,50,37,10,33
1,0,0,1,0,1,1,2,0,5,882,382,397,4,75,97,5,5,30,7,3.592592593
1,0,1,0,0,1,1,5,1,8,969,482,493,2,38,56,7,5,31,4,5.090909091
0,0,0,0,1,0,1,2,1,8,835,310,364,22,43,79,10,5,31,2,5.642857143
1,0,0,0,1,1,1,5,0,8,2351,604,589,3,61,280,25,10,31,3,15.55555556
1,0,0,0,1,1,1,4,1,4,2122,376,419,10,42,50,20,20,37,2,12.5
0,0,0,0,1,0,2,3,1,8,2478,538,564,3,15,15,15,15,37,5,15
0,0,0,1,0,0,1,6,0,8,452,247,294,29,26,56,25,10,31,2,14
0,0,0,0,1,1,1,7,1,9,2817,734,789,2,82,183,15,14,30,7,9.15
0,1,0,0,0,1,1,4,1,8,662,358,377,3,46,58,10,7,30,4,4.833333333
1,1,0,0,0,1,1,5,0,6,688,295,347,15,55,92,25,25,21,19,13.14285714
0,0,0,1,0,1,1,5,1,0,1087,547,606,4,128,447,18,15,32,4,6.772727273
1,1,0,0,0,0,1,5,1,9,860,374,417,20,64,155,20,20,28,4,8.157894737
1,0,0,0,1,1,1,4,1,8,775,224,254,12,32,36,10,10,30,9,6
0,0,0,0,1,1,1,6,1,8,1076,149,205,50,32,39,16,16,37,4,9.75
0,0,1,0,0,1,1,6,1,8,713,390,416,5,56,80,11,10,33,3,7.272727273
1,0,1,0,0,0,1,5,1,2,832,450,491,7,53,98,10,10,28,4,5.764705882
1,1,0,0,0,1,1,4,1,8,559,349,386,10,39,41,10,9,30,1,8.2
0,0,0,0,1,0,1,3,1,6,2648,534,580,6,106,185,5,5,27,3,5
1,0,0,0,1,1,1,5,0,8,948,571,571,5,27,46,10,9,28,5,9.2
0,0,0,0,1,1,1,4,1,6,1184,373,433,11,55,116,25,25,31,7,10.54545455
1,0,0,0,1,1,1,4,0,8,1140,401,413,27,62,77,7,5,30,8,5.133333333
0,0,0,0,1,1,1,2,0,8,1265,311,339,10,24,40,10,10,31,4,10
1,0,0,1,0,1,1,4,0,2,748,298,409,33,70,101,18,14,31,4,11.22222222
0,0,0,0,1,1,1,4,0,8,5079,623,644,13,43,176,15,15,29,8,9.777777778
0,0,0,0,1,1,1,6,1,9,4113,789,790,2,84,232,20,10,31,14,10.08695652
0,0,1,0,0,1,1,5,0,8,680,463,480,3,22,25,20,20,37,9,12.5
1,0,0,1,0,1,1,7,1,8,1228,430,453,9,77,719,45,19,32,2,19.43243243
1,1,0,0,0,1,1,5,0,8,399,271,295,28,53,107,14,12,31,3,10.7
0,0,1,0,0,1,1,2,0,1,229,236,272,26,44,99,14,10,32,8,9.9
1,0,0,0,1,1,1,4,1,8,852,288,324,20,24,35,5,4,33,2,4.375
1,0,0,0,1,1,1,4,1,8,767,286,327,21,37,50,15,15,33,8,12.5
1,0,0,0,1,1,1,5,1,2,1348,280,356,20,64,143,16,15,28,13,8.411764706
0,1,0,0,0,1,1,5,1,8,376,187,232,36,23,20,10,10,29,4,6.666666667
0,0,0,1,0,1,1,4,1,0,293,271,329,22,45,87,25,10,30,1,10.875
0,0,0,0,1,1,1,4,1,8,4822,943,942,2,50,59,10,3,28,12,6.555555556
0,0,0,0,1,1,1,5,0,8,3258,508,544,3,16,20,20,20,37,5,20
0,1,0,0,0,1,1,4,1,8,962,452,502,4,82,151,12,12,30,13,7.947368421
0,0,1,0,0,1,1,2,1,8,429,295,347,15,41,52,20,20,29,14,10.4
0,0,0,1,0,1,1,6,1,8,1380,540,575,8,43,51,25,16,37,5,17
0,0,0,0,1,0,1,1,1,8,3688,353,507,32,36,59,10,7,28,7,6.555555556
0,0,1,0,0,1,1,4,1,5,822,511,538,3,50,97,10,5,37,34,6.928571429
0,0,0,1,0,1,3,5,1,8,367,294,341,13,29,35,25,25,37,9,17.5
1,1,0,0,0,1,1,5,1,8,1513,502,604,7,49,63,25,25,36,15,7.875
0,1,0,0,0,0,1,5,1,8,1760,507,564,5,23,20,15,15,37,8,10
0,0,1,0,0,0,1,4,1,1,651,220,274,29,64,146,7,3,32,9,5.034482759
1,0,1,0,0,1,1,4,0,8,613,353,373,13,25,35,10,10,31,11,8.75
0,0,0,0,1,1,1,5,1,9,516,346,333,16,76,233,12,10,37,5,8.034482759
0,0,0,1,0,1,1,5,1,9,1544,791,820,7,71,108,25,25,28,2,10.8
0,1,0,0,0,0,1,5,1,8,987,311,387,22,52,93,25,20,37,4,13.28571429
1,0,0,1,0,0,1,1,0,8,681,292,302,19,31,39,5,3,30,3,3.545454546
1,0,1,0,0,1,1,2,1,8,401,329,291,23,36,106,15,10,35,5,10.6
0,0,0,0,1,1,1,6,0,8,1616,535,591,2,22,57,32,32,32,2,19
0,0,0,0,1,1,1,4,1,2,0,0,0,0,41,60,25,25,36,25,20
1,0,1,0,0,1,1,2,1,8,831,295,382,5,56,46,5,3,31,7,2.705882353
0,1,0,0,0,1,1,5,1,9,1863,593,677,3,37,70,15,15,34,15,11.66666667
1,0,0,0,1,1,1,5,1,8,4064,1469,1183,1,20,18,15,15,34,7,9
1,0,0,1,0,1,1,4,0,8,770,374,461,16,23,36,11,11,28,2,9
1,1,0,0,0,1,1,4,1,9,1743,649,831,0,38,40,15,15,37,12,10
1,0,0,0,1,1,1,7,0,9,5413,787,781,9,58,68,15,15,34,3,8.5
1,1,0,0,0,1,1,5,1,0,286,150,163,50,74,327,10,10,31,14,7.604651163
1,0,0,0,1,1,1,4,0,1,2070,533,559,5,58,340,16,5,31,2,11.72413793
1,0,0,0,1,1,1,5,0,7,1373,463,493,7,65,110,10,5,29,27,7.857142857
1,0,0,0,1,1,1,4,1,9,2460,729,764,0,131,247,10,5,33,2,4.75
1,0,0,0,1,1,1,4,0,8,1667,169,269,40,36,66,7,5,30,2,5.5
1,0,0,0,1,1,1,4,1,8,1614,293,322,23,27,70,25,25,32,8,23.33333333
0,0,0,0,1,0,1,2,1,8,2345,463,505,13,30,58,7,6,31,4,5.8
1,0,0,1,0,0,1,1,1,5,595,324,407,5,65,77,15,15,30,15,9.625
0,0,0,0,1,1,1,4,0,6,1164,398,435,12,64,92.5,20,20,37,10,9.25
0,0,0,1,0,0,1,2,0,8,2131,519,664,4,37,66,7,4,28,1,5.076923077
1,0,0,1,0,1,1,4,1,8,564,283,340,25,23,33,20,10,34,4,11
1,0,0,1,0,1,1,1,0,8,674,401,433,21,80,149,8,5,30,4,5.518518519
1,0,0,0,1,0,1,5,0,8,1913,575,682,0,79,286,20,12,31,7,10.21428571
1,0,0,1,0,1,1,4,0,8,1179,654,692,2,43,41,6,3,28,7,4.555555556
0,0,0,1,0,1,1,5,0,8,617,427,438,4,68,114,11,10,37,11,7.125
0,0,0,0,1,1,1,4,1,8,865,433,478,11,48,49,5,5,32,17,3.266666667
1,0,1,0,0,1,1,1,0,7,586,318,334,11,100,236,18,10,31,17,11.8
0,0,0,0,1,1,2,5,1,8,1158,365,429,12,38,70,10,10,30,6,8.75
1,0,0,1,0,1,1,6,1,7,1127,384,560,14,85,419,18,13,32,0,8.729166667
0,0,0,0,1,1,1,4,0,8,2192,476,539,7,18,25,25,25,37,5,25
1,0,0,0,1,1,1,5,1,8,1901,403,418,5,32,29,5,4,29,5,4.142857143
1,0,1,0,0,1,1,4,1,8,517,287,327,18,36,140,50,15,37,4,12.72727273
0,1,0,0,0,1,1,4,0,8,844,380,431,9,15,15,15,15,37,5,15
0,0,0,0,1,1,1,2,1,8,807,369,411,9,25,60,20,15,36,2,15
0,0,0,1,0,1,2,5,1,8,561,353,374,6,20,25,12,3,28,8,8.333333333
0,0,0,1,0,1,1,4,0,8,468,244,259,22,34,33,7,5,33,12,5.5
0,1,0,0,0,1,2,4,1,8,445,257,275,26,25,41,11,10,31,7,8.2
0,1,0,0,0,0,1,1,1,8,849,350,391,11,14,15,15,15,36,5,15
1,0,0,1,0,0,1,3,1,8,537,248,307,29,26,92,25,15,31,1,15.33333333
1,0,1,0,0,1,1,4,1,8,474,279,321,16,36,43,12,12,31,11,7.166666667
0,1,0,0,0,1,1,2,0,1,580,213,264,21,39,60,15,15,31,4,12
0,0,0,0,1,1,1,4,0,9,1348,470,641,0,69,237,10,5,30,1,5.386363636
0,0,0,0,1,1,1,4,1,8,1289,466,521,4,71,165,15,5,30,13,5.689655172
0,1,0,0,0,1,1,4,0,8,1879,345,460,13,25,32,6,5,30,4,4.571428571
0,0,0,0,1,1,1,5,0,8,1518,464,562,7,91,557,25,19,29,2,9.283333333
0,0,0,0,1,1,1,2,1,8,956,248,321,24,16,15,15,15,37,5,15
0,0,0,0,1,1,1,4,1,8,4174,661,717,0,28,51,10,10,28,5,7.285714286
0,0,0,1,0,1,1,4,1,2,370,183,238,41,60,120.5,12,12,36,7,10.04166667
0,1,0,0,0,1,1,4,1,8,504,172,255,36,23,25,15,15,32,5,12.5
1,0,0,0,1,1,1,5,0,8,3614,423,514,9,44,55,25,25,36,4,18.33333333
1,0,1,0,0,1,1,5,1,3,547,324,346,10,63,100,10,10,36,2,5.263157895
0,1,0,0,0,1,1,4,1,5,589,316,367,15,48,104,21,21,37,6,10.4
1,1,0,0,0,1,1,2,1,8,849,422,439,10,71,87,6,5,30,3,4.35
1,0,0,1,0,1,1,1,1,2,318,213,233,38,60,227.01,15,6,30,5,8.731153846
0,0,0,0,1,1,1,2,1,2,985,292,327,18,51,110,26,23,28,8,15.71428571
0,0,0,1,0,1,1,2,1,1,476,226,269,42,66,119,20,20,37,2,10.81818182
1,0,0,1,0,0,1,5,1,8,270,208,258,35,19,35,20,10,34,4,11.66666667
1,0,0,1,0,1,2,5,1,8,452,324,331,20,28,34,11,10,23,33,6.8
0,0,1,0,0,1,1,4,0,3,525,308,317,21,43,80,15,15,33,9,11.42857143
1,0,1,0,0,0,1,1,0,0,315,238,256,28,62,171,20,20,37,26,17.1
0,0,1,0,0,1,1,5,0,7,492,427,447,6,51,165,25,25,37,0,23.57142857
0,0,0,1,0,1,1,7,0,8,2225,839,900,0,27,35,15,15,36,3,11.66666667
0,0,0,1,0,1,1,5,1,4,665,242,305,24,60,275,20,10,31,2,11.95652174
1,1,0,0,0,1,1,5,0,5,349,133,210,55,62,140,9,6,30,12,6.363636364
1,0,0,1,0,0,1,1,0,3,468,309,341,18,67,115,15,15,34,26,11.5
1,0,0,0,1,1,1,4,1,8,567,301,345,10,28,133,25,20,29,1,14.77777778
1,0,1,0,0,1,1,4,0,6,980,495,594,7,79,304,25,13,34,4,10.13333333
1,1,0,0,0,1,1,2,0,8,1077,516,655,6,41,38.5,10,5,28,3,4.277777778
0,1,0,0,0,1,3,3,1,8,1001,416,491,9,24,32,11,6,28,3,8
0,0,0,1,0,0,1,4,0,8,947,342,494,12,21,30,10,10,34,1,10
1,0,0,0,1,1,1,5,1,8,1573,409,487,11,38,35,10,5,29,4,5.833333333
1,1,0,0,0,1,2,5,1,6,792,367,413,17,37,69,8,7,33,2,5.307692308
1,0,1,0,0,1,1,5,1,8,726,515,539,7,63,159,15,15,30,3,9.9375
1,0,1,0,0,1,1,4,1,0,209,181,209,48,67,74,7,7,31,9,4.352941177
0,0,0,1,0,1,2,6,0,8,725,236,270,26,20,30,30,30,37,5,30
1,0,0,0,1,0,1,2,1,4,2688,367,449,4,67,121,12,12,36,0,8.642857143
1,0,0,0,1,1,1,4,1,2,1040,342,367,17,63,104,10,10,29,6,6.933333333
1,1,0,0,0,1,1,4,1,8,753,258,326,20,30,43,12,10,33,10,10.75
1,0,0,1,0,0,1,1,1,8,1116,484,495,2,62,135,11,6,31,13,7.941176471
1,1,0,0,0,1,1,4,1,0,774,182,253,35,64,121.5,13,8,29,11,7.59375
0,0,0,0,1,1,1,5,1,8,1244,283,351,19,60,86,10,10,30,7,5.733333333
1,0,1,0,0,1,1,3,0,8,609,386,397,7,45,114,17,15,24,8,11.4
0,1,0,0,0,0,1,1,1,8,1642,460,569,11,30,91,25,25,28,2,18.2
1,0,0,1,0,1,1,7,0,8,660,318,375,17,60,120,25,25,33,3,7.5
0,1,0,0,0,1,1,7,0,8,1932,639,817,2,62,543,100,100,27,3,77.57142857
1,1,0,0,0,1,1,4,0,1,649,245,361,21,43,77,25,10,28,18,15.4
1,0,1,0,0,0,1,3,1,8,297,252,290,20,26,35,10,10,29,2,5.833333333
0,0,0,0,1,1,1,5,1,8,592,354,369,16,66,78,6,6,32,5,3.545454546
1,0,1,0,0,0,1,4,1,8,547,375,375,3,24,33,10,7,29,4,5.5
1,0,1,0,0,1,1,5,1,3,694,303,370,15,37,59,12,10,30,8,8.428571429
1,0,0,1,0,1,1,4,1,7,713,479,473,2,47,78,10,6,29,8,7.090909091
0,0,0,0,1,0,1,3,0,5,2637,398,500,13,35,71,16,15,35,6,10.14285714
0,0,1,0,0,0,1,2,1,4,553,316,354,6,50,84,16,16,30,2,9.333333333
0,0,0,1,0,1,1,7,1,5,874,542,558,7,73,98,10,10,31,12,6.533333333
1,1,0,0,0,1,1,4,1,8,591,296,344,14,27,57,13,12,28,9,11.4
1,0,0,0,1,0,1,4,1,8,462,272,312,8,24,47,11,10,30,4,9.4
1,1,0,0,0,1,1,4,1,9,2340,634,738,0,40,111,20,12,31,4,11.1
1,0,1,0,0,0,1,2,1,8,308,273,329,19,24,41,7,5,30,2,5.125
1,0,0,1,0,0,1,4,0,6,490,302,346,16,53,90,5,5,31,4,5
0,0,1,0,0,0,1,1,1,0,468,303,329,20,66,123,6,5,30,13,3
1,1,0,0,0,1,1,4,0,4,524,273,348,18,81,177,17,8,31,4,6.555555556
1,1,0,0,0,0,1,7,0,8,436,220,252,36,17,25,25,25,37,5,25
0,0,0,1,0,0,1,3,1,8,407,288,336,17,27,36,6,5,34,3,5.142857143
1,1,0,0,0,1,1,4,0,8,359,308,297,27,23,56,12,12,29,4,11.2
0,1,0,0,0,1,1,2,1,3,554,294,348,16,58,113,25,25,37,13,11.3
0,1,0,0,0,1,1,4,1,8,451,236,283,28,25,45,25,25,36,5,15
0,0,0,0,1,1,1,2,1,8,2330,324,371,20,35,42,20,20,36,11,14
0,0,0,0,1,1,1,5,0,5,888,326,360,16,38,73,26,26,33,14,18.25
0,0,0,0,1,0,1,2,1,8,1357,444,468,8,28,65,25,25,31,9,21.66666667
1,0,0,0,1,1,1,4,0,6,1383,287,382,23,45,108,15,3,18,3,6.75
1,0,0,1,0,1,1,4,1,7,848,403,455,9,68,130,5,5,30,6,3.939393939
0,0,0,0,1,1,1,4,0,8,1625,171,263,24,41,117,17,15,28,7,14.625
0,0,0,0,0,0,1,2,0,8,4607,587,658,5,24,36,11,10,29,7,9
0,0,0,0,1,1,1,7,1,8,1338,507,619,2,26,74,20,12,29,3,12.33333333
1,0,0,0,1,0,1,6,0,1,1663,347,399,15,92,894,40,20,31,9,27.09090909
0,0,0,0,1,1,1,5,0,8,2137,571,590,0,60,81,14,14,29,6,7.363636364
0,0,0,1,0,1,1,2,1,8,1033,475,517,5,22,24,19,19,34,10,12
1,0,0,1,0,1,1,4,1,6,641,399,410,7,69,135,15,10,37,10,7.941176471
1,0,1,0,0,1,1,5,1,6,346,370,368,11,84,112,20,12,30,3,14
1,0,0,0,1,1,1,4,1,8,1374,469,496,8,52,117,25,25,29,3,16.71428571
0,0,0,1,0,1,1,4,0,8,2058,261,370,37,53,99,15,15,31,9,9
1,0,0,0,1,0,1,2,1,8,707,386,430,18,53,85,14,14,31,4,7.083333333
1,0,0,0,1,0,1,2,1,1,659,206,250,32,84,291,15,8,32,0,8.818181818
0,0,0,0,1,1,1,7,1,4,511,254,316,30,74,136,20,15,34,4,7.157894737
1,0,0,0,1,1,1,5,1,4,979,353,439,6,73,126,12,12,33,7,7.875
1,0,0,0,1,1,1,4,0,6,737,425,445,8,68,228,25,25,17,16,16.28571429
0,0,0,1,0,0,1,3,1,8,493,310,345,10,44,62,15,15,32,9,10.33333333
0,0,0,0,1,1,1,4,0,8,5697,838,888,7,62,79,20,15,37,15,8.777777778
1,0,1,0,0,1,1,3,1,8,831,378,392,16,50,98,5,5,29,7,3.161290323
1,0,0,1,0,1,1,2,1,6,1011,426,455,11,147,464,14,7,30,4,8.285714286
0,0,0,1,0,0,1,4,0,8,5432,1068,996,0,35,103,16,15,30,4,10.3
1,1,0,0,0,1,1,4,0,8,1157,288,473,8,16,23,11,11,28,5,7.666666667
0,0,0,0,1,1,1,5,0,6,1888,464,481,13,60,120,30,30,32,5,17.14285714
0,0,1,0,0,1,1,3,1,7,746,427,436,13,39,56,15,15,34,9,11.2
1,1,0,0,0,0,1,3,1,8,357,181,178,48,12,20,20,20,31,5,20
0,1,0,0,0,1,1,2,1,4,622,314,330,10,82,311,15,10,34,6,8.885714286
1,0,0,0,1,0,1,2,1,1,639,274,343,15,46,65,12,10,29,1,7.222222222
1,0,1,0,0,1,1,4,1,8,2566,835,905,2,27,42,15,12,31,6,10.5
1,0,0,0,1,1,1,4,1,7,1040,363,441,25,67,433,31,31,37,6,15.46428571
0,0,0,0,1,1,1,4,1,2,841,304,354,21,73,235,25,20,36,5,14.6875
0,0,0,0,1,1,1,3,0,8,628,311,327,14,19,35,15,10,31,3,11.66666667
0,0,1,0,0,1,1,5,0,5,1085,304,397,22,62,163,15,5,35,6,7.761904762
0,1,0,0,0,1,1,3,1,8,556,296,324,12,26,57,25,25,31,6,14.25
0,0,0,1,0,1,1,1,1,3,421,199,226,36,39,62,16,16,37,3,6.888888889
0,0,0,0,1,1,1,5,1,8,688,321,335,12,23,30,10,5,33,8,7.5
1,0,0,0,1,1,1,7,0,8,4620,762,811,5,17,25,25,25,37,5,25
0,0,1,0,0,1,1,1,1,8,399,351,359,16,28,45,10,10,31,3,7.5
0,0,0,0,1,0,1,2,1,8,2382,406,413,18,23,34,8,8,32,4,6.8
1,0,0,0,1,1,1,5,1,8,1675,382,408,14,49,65,8,6,32,4,5
1,0,0,0,1,0,1,4,1,8,748,280,357,26,16,20,20,20,32,5,20
0,0,0,1,0,1,1,2,1,3,338,250,265,23,54,138,15,15,37,4,11.5
0,0,0,0,1,1,1,6,0,8,713,288,339,19,33,118,53,10,30,4,23.6
0,0,0,0,1,1,1,4,1,5,2353,442,511,11,81,178.04,7,5,33,3,4.565128205
0,0,0,0,1,1,1,4,1,8,601,288,330,26,29,36,11,10,32,8,9
0,1,0,0,0,1,1,2,1,3,919,287,349,13,104,384,12.5,11,34,4,9.6
1,0,1,0,0,0,1,2,1,8,798,430,447,7,43,70,10,5,31,7,5.833333333
1,0,1,0,0,1,1,2,1,8,353,235,263,16,35,47,5,2,30,3,2.764705882
1,0,0,0,1,1,1,4,1,7,2684,408,550,9,57,99,26,26,33,12,16.5
1,1,0,0,0,1,1,4,1,8,507,313,336,16,48,63,6,6,29,1,4.5
1,0,0,0,1,1,1,4,1,6,468,218,264,29,89,281,40,40,28,3,10.40740741
1,0,0,0,1,1,1,3,1,8,4675,981,987,2,33,77,25,23,34,6,19.25
1,0,0,1,0,1,1,4,1,8,1087,597,636,0,56,186,100,5,26,4,18.6
1,0,0,0,1,1,1,7,1,9,3914,754,816,1,61,140,25,15,33,8,15.55555556
1,0,0,1,0,1,1,4,1,4,597,307,369,22,52,134,24,24,37,14,14.88888889
0,1,0,0,0,1,1,4,1,7,1509,531,550,2,68,125,15,15,29,6,11.36363636
0,0,0,0,1,1,1,7,1,8,2254,414,500,11,68,238,25,20,31,7,17
0,0,1,0,0,1,1,5,1,9,2218,686,817,2,45,87,17,15,33,7,12.42857143
1,0,0,1,0,1,1,4,1,8,409,283,306,24,25,61,14,9,33,6,10.16666667
1,0,0,1,0,1,1,4,0,6,486,360,366,7,56,84,15,15,37,15,10.5
1,0,0,0,1,1,1,4,1,1,1507,253,329,25,56,72,20,19,18,10,12
0,0,0,0,1,1,1,5,0,9,243,161,209,46,72,194,15,15,34,6,10.77777778
1,0,0,1,0,1,1,1,1,7,541,404,402,9,45,124,10,10,30,2,8.266666667
0,1,0,0,0,0,1,2,1,1,525,196,224,35,40,70,20,20,30,10,14
1,0,0,1,0,1,1,2,1,1,649,261,311,15,49,238,28,27,37,12,26.44444444
1,0,1,0,0,1,1,4,1,9,1182,562,601,1,39,73,20,17,29,12,14.6
1,0,0,0,1,1,1,4,1,8,695,398,419,9,42,123,36,36,37,8,30.75
0,0,0,1,0,1,1,5,1,8,412,270,317,12,35,37,7,5,32,1,5.285714286
1,0,0,0,1,1,2,7,1,9,1781,578,639,5,54,74,10,5,29,3,5.692307692
1,0,1,0,0,1,1,6,0,6,510,382,422,4,56,72,10,10,34,5,8
0,0,0,0,1,1,1,2,1,8,856,398,454,5,26,36,10,6,28,4,6
1,0,1,0,0,0,1,1,1,4,633,338,376,15,57,145,9,9,30,3,6.590909091
1,0,1,0,0,1,1,7,0,8,838,298,334,19,28,35,15,15,31,11,11.66666667
0,0,0,1,0,1,1,4,1,8,639,293,316,25,22,30,20,20,35,6,15
1,1,0,0,0,1,1,2,0,6,857,365,401,10,57,116,12,6,28,9,8.923076923
0,0,0,0,1,1,1,2,1,8,1639,610,677,2,40,147,30,30,29,27,18.375
0,0,0,0,1,1,1,4,0,1,846,368,399,2,81,158,20,15,33,1,10.53333333
0,0,0,0,1,1,1,6,1,8,3486,614,670,6,27,47,17,17,31,9,15.66666667
1,0,0,0,1,0,1,2,1,8,594,158,202,47,26,31,6,5,28,2,5.166666667
1,0,1,0,0,1,2,2,0,8,565,342,384,16,31,97,15,10,30,2,8.083333333
1,0,0,0,1,1,1,5,0,8,1009,315,363,15,33,57,25,20,36,6,14.25
0,0,0,0,1,1,1,4,1,4,769,423,471,2,38,66,15,10,32,12,11
0,0,1,0,0,0,1,2,0,8,458,257,288,23,31,50,20,20,31,8,12.5
1,1,0,0,0,1,1,4,1,8,484,315,352,19,62,150,11,8,22,0,6.818181818
0,0,0,1,0,0,1,2,1,1,257,217,258,29,56,126,7,5,33,3,5.04
0,0,0,0,1,1,1,4,1,8,625,71,90,90,42,39,10,2,28,2,4.875
1,0,1,0,0,1,1,4,1,2,502,260,302,24,48,133,13,13,31,9,11.08333333
1,0,0,0,1,1,1,1,1,5,2209,417,456,0,67,123,14,14,36,2,8.2
0,0,1,0,0,1,1,4,1,8,461,321,345,18,51,129,9,7,34,13,7.166666667
0,0,1,0,0,0,1,7,1,8,610,273,328,22,12,15,15,15,31,5,15
1,0,0,0,1,0,1,4,1,9,404,278,328,21,58,130,30,30,37,8,18.57142857
1,0,1,0,0,0,1,2,1,8,521,319,345,10,60,82,10,8,31,30,6.833333333
1,0,0,0,1,0,1,5,0,9,4672,534,609,3,49,89,13,10,30,10,9.888888889
0,0,0,0,1,1,1,7,0,8,3897,547,723,0,30,67,25,22,34,5,22.33333333
1,1,0,0,0,0,1,1,1,8,874,338,376,14,43,86,13,11,29,4,7.166666667
1,0,1,0,0,0,1,2,1,8,538,265,298,17,32,46,15,15,31,15,11.5
1,0,0,0,1,1,1,2,1,8,908,515,635,4,57,100,5,3,28,3,3.703703704
0,0,0,1,0,1,1,4,1,0,730,303,365,22,47,84,18,18,35,2,9.333333333
1,0,0,0,1,1,1,4,1,8,963,349,399,14,40,91,10,10,31,2,6.066666667
0,0,0,0,1,1,1,4,1,0,2510,477,525,11,51,153,12,10,31,7,9.5625
1,0,0,1,0,1,1,7,1,8,750,438,454,10,21,40,25,15,33,4,20
0,0,0,0,1,1,1,7,0,8,2044,585,635,0,108,227,15,15,17,5,6.878787879
1,0,0,1,0,1,1,4,1,8,1122,499,582,2,29,38,10,10,29,6,7.6
1,0,0,0,1,1,1,4,1,0,933,171,220,41,41,91,30,30,31,9,18.2
1,0,0,1,0,1,1,4,0,7,769,293,325,14,62,341,15,10,31,3,9.472222222
0,0,0,0,1,1,1,4,1,8,661,321,379,7,25,55,20,20,31,5,13.75
0,0,0,1,0,1,1,4,0,8,0,0,0,0,19,25,25,25,37,5,25
1,0,1,0,0,0,1,2,0,8,282,163,218,47,22,32,7,7,31,4,5.333333333
0,0,0,0,1,1,1,2,1,4,3002,610,628,4,52,144,15,10,31,8,6.260869565
1,0,0,1,0,1,1,7,1,8,1012,568,602,2,47,72,13,7,33,4,6.545454546
0,0,0,1,0,1,1,2,1,8,521,255,293,27,70,125,6,4,32,8,4.166666667
0,0,0,0,1,1,1,2,1,4,580,335,352,19,72,246,21,21,30,13,13.66666667
1,1,0,0,0,1,1,4,1,8,536,332,331,18,15,20,20,20,37,5,20
1,0,0,1,0,1,1,4,1,2,368,207,239,35,68,152,6,5,32,6,4.606060606
1,0,0,1,0,1,2,7,0,9,1165,742,761,2,58,83,12,12,31,8,8.3
1,0,0,0,1,1,1,4,0,8,1740,281,327,13,24,55,30,30,31,6,27.5
1,0,0,0,1,0,1,5,1,0,336,171,211,44,77,1174,50,25,30,3,21.34545455
1,0,1,0,0,0,1,1,1,8,692,271,330,15,36,69,5,3,28,3,3.285714286
0,1,0,0,0,0,1,2,0,8,383,188,228,39,32,120,30,30,34,3,24
0,0,0,1,0,1,1,4,0,8,465,341,370,15,53,121,15,15,31,3,10.08333333
0,1,0,0,0,0,1,1,1,3,509,299,323,17,79,242,30,9,32,11,11.52380952
1,0,0,0,1,1,1,6,0,8,3705,558,599,8,34,60,9,8,30,6,6.666666667
0,1,0,0,0,1,1,5,1,9,1177,618,651,1,58,94,16,15,37,7,10.44444444
0,0,0,0,1,1,1,5,1,8,1695,839,926,6,37,51,16,15,33,10,12.75
0,0,1,0,0,0,1,2,0,6,740,428,419,11,51,147,25,25,37,2,16.33333333
0,0,1,0,0,0,1,2,1,8,372,307,343,15,25,40,11,6,32,5,6.666666667
1,0,0,0,1,0,1,1,1,8,1953,445,483,12,71,108,11,10,31,4,3.857142857
1,1,0,0,0,1,1,7,1,9,1082,457,482,16,79,190,10,10,29,6,10
0,1,0,0,0,1,1,4,1,8,276,182,189,46,27,60,20,20,31,8,20
0,1,0,0,0,1,1,7,1,8,600,353,380,14,23,35,15,15,31,4,11.66666667
1,1,0,0,0,1,1,4,1,7,886,420,475,12,70,132,9,5,30,10,4.258064516
1,0,0,1,0,1,1,6,0,2,880,291,319,19,66,73,5,3,29,4,3.173913044
0,0,0,0,1,1,1,4,0,6,1804,373,467,8,77,289,30,30,35,31,19.26666667
0,0,0,1,0,1,1,4,1,8,917,560,573,0,19,25,25,25,37,5,25
1,0,0,1,0,0,1,4,1,0,648,254,320,24,74,148,5,3,34,4,3.14893617
0,0,0,1,0,1,1,4,1,7,616,404,437,12,78,228,20,20,29,2,8.142857143
1,0,0,1,0,1,1,4,0,8,1133,390,437,17,22,30,30,30,37,5,30
0,0,0,1,0,1,1,4,1,8,550,252,286,18,22,22,10,7,31,5,7.333333333
0,0,0,0,1,1,1,1,1,8,508,286,275,21,75,106,9,7,28,9,5.578947368
1,0,0,1,0,0,1,5,0,8,857,334,398,20,25,33,7,7,29,3,5.5
1,0,0,1,0,1,1,5,0,9,989,551,594,0,65,204,30,10,25,5,12.75
0,0,0,0,1,1,1,4,1,8,843,157,232,49,32,61,11,10,28,6,7.625
