TARGET_B,ZIPGROUP,zipconvert_2,zipconvert_3,zipconvert_4,zipconvert_5,homeowner dummy,NUMCHLD,INCOME,gender dummy,WEALTH,HV,Icmed,Icavg,IC15,NUMPROM,RAMNTALL,MAXRAMNT,LASTGIFT,totalmonths,TIMELAG,AVGGIFT,LN_HV,LN_Icmed,LN_Icavg,LN_IC15,LN_NUMPROM,LN_RAMNTALL,LN_MAXRAMNT,LN_LASTGIFT,LN_totalmonths,LN_TIMELAG,_LN_AVGGIFT
0,5,0,0,0,1,1,1,5,1,9,1474,558,597,6,85,321,12,10,28,1,6.97826087,7.295735073,6.324358962,6.391917113,1.791759469,4.442651256,5.771441123,2.48490665,2.302585093,3.33220451,0,1.942799727
1,3,0,1,0,0,1,1,2,0,8,660,353,387,32,24,38,11,11,32,5,9.5,6.492239835,5.866468057,5.958424693,3.465735903,3.17805383,3.63758616,2.397895273,2.397895273,3.465735903,1.609437912,2.251291799
1,5,0,0,0,1,1,1,4,1,0,698,332,386,4,77,141,10,10,28,3,7.421052632,6.548219103,5.805134969,5.955837369,1.386294361,4.343805422,4.94875989,2.302585093,2.302585093,3.33220451,1.098612289,2.004320911
1,5,0,0,0,1,1,1,5,1,5,1219,244,280,31,58,225,15,15,31,3,7.75862069,7.105786129,5.497168225,5.634789603,3.433987204,4.060443011,5.416100402,2.708050201,2.708050201,3.433987204,1.098612289,2.048804572
1,3,0,1,0,0,1,1,4,1,1,455,243,293,28,94,168,10,7,33,4,6.461538462,6.120297419,5.493061443,5.680172609,3.33220451,4.543294782,5.123963979,2.302585093,1.945910149,3.496507561,1.386294361,1.865867441
0,2,1,0,0,0,1,2,2,0,8,368,198,269,34,30,40,10,10,28,9,8,5.908082938,5.288267031,5.59471138,3.526360525,3.401197382,3.688879454,2.302585093,2.302585093,3.33220451,2.197224577,2.079441542
1,3,0,1,0,0,1,1,5,0,7,507,407,445,3,60,90,15,15,32,12,7.5,6.228511004,6.008813185,6.098074282,1.098612289,4.094344562,4.49980967,2.708050201,2.708050201,3.465735903,2.48490665,2.014903021
0,4,0,0,1,0,1,1,4,0,8,0,0,0,0,17,25,25,25,37,5,25,,,,,2.833213344,3.218875825,3.218875825,3.218875825,3.610917913,1.609437912,3.218875825
0,4,0,0,1,0,1,2,6,1,8,1012,595,656,1,41,143,25,25,36,3,15.88888889,6.91968385,6.388561406,6.486160789,0,3.713572067,4.96284463,3.218875825,3.218875825,3.583518938,1.098612289,2.765620053
0,4,0,0,1,0,1,1,3,1,3,651,312,373,23,64,100,10,10,28,6,7.692307692,6.478509642,5.743003188,5.92157842,3.135494216,4.158883083,4.605170186,2.302585093,2.302585093,3.33220451,1.791759469,2.040220829
1,5,0,0,0,1,0,1,1,0,3,514,249,281,27,51,85,6,4,29,3,4.25,6.242223265,5.517452896,5.638354669,3.295836866,3.931825633,4.442651256,1.791759469,1.386294361,3.36729583,1.098612289,1.446918983
0,4,0,0,1,0,1,1,4,1,8,864,451,525,6,26,38,10,10,28,3,7.6,6.761572769,6.11146734,6.263398263,1.791759469,3.258096538,3.63758616,2.302585093,2.302585093,3.33220451,1.098612289,2.028148247
0,2,1,0,0,0,1,1,5,1,3,2099,684,754,5,75,295,15,15,30,10,9.833333333,7.64921632,6.527957918,6.625392368,1.609437912,4.317488114,5.686975356,2.708050201,2.708050201,3.401197382,2.302585093,2.285777975
0,4,0,0,1,0,1,1,4,1,4,334,298,331,14,68,312,22,10,31,8,11.55555556,5.811140993,5.697093487,5.802118375,2.63905733,4.219507705,5.743003188,3.091042453,2.302585093,3.433987204,2.079441542,2.447166322
0,2,1,0,0,0,1,1,6,0,8,1435,457,573,7,16,16,16,16,37,5,16,7.268920128,6.124683391,6.350885717,1.945910149,2.772588722,2.772588722,2.772588722,2.772588722,3.610917913,1.609437912,2.772588722
1,5,0,0,0,1,1,1,7,1,7,1808,515,581,0,56,108,8,7,30,5,5.684210526,7.499976541,6.244166901,6.364750757,,4.025351691,4.682131227,2.079441542,1.945910149,3.401197382,1.609437912,1.737692248
1,3,0,1,0,0,1,1,2,1,3,350,292,299,11,56,169,12,10,36,5,8.894736842,5.857933154,5.676753802,5.700443573,2.397895273,4.025351691,5.129898715,2.48490665,2.302585093,3.583518938,1.609437912,2.185459736
0,2,1,0,0,0,1,1,6,1,8,1103,510,560,4,22,51,15,10,28,4,10.2,7.005789019,6.234410726,6.327936784,1.386294361,3.091042453,3.931825633,2.708050201,2.302585093,3.33220451,1.386294361,2.32238772
0,5,0,0,0,1,1,1,4,0,8,1098,361,412,14,21,22,11,6,32,3,7.333333333,7.001245622,5.888877958,6.021023349,2.63905733,3.044522438,3.091042453,2.397895273,1.791759469,3.465735903,1.098612289,1.992430165
1,4,0,0,1,0,0,1,5,0,8,456,320,327,17,30,41,11,10,30,4,8.2,6.12249281,5.768320996,5.789960171,2.833213344,3.401197382,3.713572067,2.397895273,2.302585093,3.401197382,1.386294361,2.104134154
1,3,0,1,0,0,0,1,2,0,2,575,293,334,18,58,161,20,14,31,4,13.41666667,6.354370041,5.680172609,5.811140993,2.890371758,4.060443011,5.081404365,2.995732274,2.63905733,3.433987204,1.386294361,2.596497715
0,3,0,1,0,0,1,1,4,1,2,338,223,232,23,88,182,20,15,28,7,12.13333333,5.823045895,5.407171771,5.446737372,3.135494216,4.477336814,5.204006687,2.995732274,2.708050201,3.33220451,1.945910149,2.495956486
0,2,1,0,0,0,1,1,4,1,0,420,241,287,28,97,213,12,10,31,2,8.192307692,6.040254711,5.484796933,5.659482216,3.33220451,4.574710979,5.361292166,2.48490665,2.302585093,3.433987204,0.693147181,2.103195628
1,5,0,0,0,1,0,1,1,1,8,1244,524,603,5,37,50,6,6,29,5,4.166666667,7.126087273,6.261491684,6.401917197,1.609437912,3.610917913,3.912023005,1.791759469,1.791759469,3.36729583,1.609437912,1.427116356
1,5,0,0,0,1,0,1,7,0,8,1614,474,544,0,37,42,10,7,29,9,7,7.386470849,6.161207322,6.298949247,,3.610917913,3.737669618,2.302585093,1.945910149,3.36729583,2.197224577,1.945910149
0,5,0,0,0,1,1,1,4,1,8,3945,745,761,3,45,67,15,15,37,14,11.16666667,8.280204233,6.613384218,6.634633358,1.098612289,3.80666249,4.204692619,2.708050201,2.708050201,3.610917913,2.63905733,2.41293315
1,5,0,0,0,1,1,1,5,1,8,0,0,0,0,34,42,12,8,29,5,5.25,,,,,3.526360525,3.737669618,2.48490665,2.079441542,3.36729583,1.609437912,1.658228077
0,3,0,1,0,0,1,1,4,1,3,460,304,344,17,60,107,20,20,32,13,11.88888889,6.131226489,5.717027701,5.840641657,2.833213344,4.094344562,4.672828834,2.995732274,2.995732274,3.465735903,2.564949357,2.475604257
1,5,0,0,0,1,1,1,2,0,8,2405,478,499,2,44,45,7,5,28,1,3.214285714,7.785305183,6.169610732,6.212606096,0.693147181,3.784189634,3.80666249,1.945910149,1.609437912,3.33220451,0,1.16760516
1,2,1,0,0,0,1,1,3,0,8,724,345,382,11,66,137,12,12,32,2,7.611111111,6.584791392,5.843544417,5.945420609,2.397895273,4.189654742,4.919980926,2.48490665,2.48490665,3.465735903,0.693147181,2.029609168
0,5,0,0,0,1,1,3,3,0,6,514,329,328,14,58,155,50,50,37,12,12.91666667,6.242223265,5.796057751,5.793013608,2.63905733,4.060443011,5.043425117,3.912023005,3.912023005,3.610917913,2.48490665,2.558518467
0,5,0,0,0,1,1,1,4,1,5,634,292,332,4,74,220,19,19,29,17,14.66666667,6.452048954,5.676753802,5.805134969,1.386294361,4.304065093,5.393627546,2.944438979,2.944438979,3.36729583,2.833213344,2.685577345
1,3,0,1,0,0,1,1,4,0,9,2278,338,493,14,52,75,12,12,30,16,9.375,7.731053144,5.823045895,6.200509174,2.63905733,3.951243719,4.317488114,2.48490665,2.48490665,3.401197382,2.772588722,2.238046572
1,4,0,0,1,0,0,1,6,1,8,2704,736,870,0,60,55,5,5,28,2,3.055555556,7.902487437,6.601230119,6.768493212,,4.094344562,4.007333185,1.609437912,1.609437912,3.33220451,0.693147181,1.116961427
0,2,1,0,0,0,0,4,5,1,8,610,312,332,20,27,27,7,4,32,2,4.5,6.413458957,5.743003188,5.805134969,2.995732274,3.295836866,3.295836866,1.945910149,1.386294361,3.465735903,0.693147181,1.504077397
0,5,0,0,0,1,1,1,5,1,0,771,278,319,20,64,143,5,3,32,7,3.404761905,6.647688374,5.627621114,5.765191103,2.995732274,4.158883083,4.96284463,1.609437912,1.098612289,3.465735903,1.945910149,1.225175012
0,5,0,0,0,1,1,1,4,1,5,2823,643,728,4,51,57,15,15,37,22,11.4,7.945555428,6.466144724,6.590301048,1.386294361,3.931825633,4.043051268,2.708050201,2.708050201,3.610917913,3.091042453,2.433613355
0,3,0,1,0,0,1,1,5,1,8,470,290,331,20,34,52,15,15,31,5,8.666666667,6.152732695,5.669880923,5.802118375,2.995732274,3.526360525,3.951243719,2.708050201,2.708050201,3.433987204,1.609437912,2.159484249
1,2,1,0,0,0,1,1,5,0,8,279,323,308,5,27,44,20,12,29,5,11,5.631211782,5.777652323,5.730099783,1.609437912,3.295836866,3.784189634,2.995732274,2.48490665,3.36729583,1.609437912,2.397895273
0,3,0,1,0,0,1,1,4,0,3,335,318,361,7,47,148,35,35,31,7,18.5,5.814130532,5.762051383,5.888877958,1.945910149,3.850147602,4.997212274,3.555348061,3.555348061,3.433987204,1.945910149,2.917770732
0,4,0,0,1,0,1,1,4,1,8,628,294,297,25,37,97,27,25,37,4,24.25,6.442540166,5.683579767,5.693732139,3.218875825,3.610917913,4.574710979,3.295836866,3.218875825,3.610917913,1.386294361,3.188416617
1,5,0,0,0,1,1,1,7,0,9,4122,910,947,2,61,77,7,5,28,1,5.133333333,8.324093761,6.8134446,6.853299093,0.693147181,4.110873864,4.343805422,1.945910149,1.609437912,3.33220451,0,1.635755221
0,5,0,0,0,1,1,1,7,1,8,1754,517,618,2,43,63,8,4,34,15,5.25,7.469654173,6.248042875,6.426488457,0.693147181,3.761200116,4.143134726,2.079441542,1.386294361,3.526360525,2.708050201,1.658228077
0,4,0,0,1,0,1,1,1,1,1,410,231,280,34,50,91,15,15,34,13,9.1,6.01615716,5.442417711,5.634789603,3.526360525,3.912023005,4.510859507,2.708050201,2.708050201,3.526360525,2.564949357,2.208274414
0,5,0,0,0,1,1,1,4,0,8,1341,192,274,39,32,75,20,20,35,6,18.75,7.201170883,5.257495372,5.613128106,3.663561646,3.465735903,4.317488114,2.995732274,2.995732274,3.555348061,1.791759469,2.931193752
1,2,1,0,0,0,1,1,4,0,8,571,228,287,31,29,30,6,5,31,3,5,6.34738921,5.429345629,5.659482216,3.433987204,3.36729583,3.401197382,1.791759469,1.609437912,3.433987204,1.098612289,1.609437912
0,4,0,0,1,0,1,1,4,1,5,604,374,411,14,71,84,13,13,32,6,6.461538462,6.403574198,5.924255797,6.018593214,2.63905733,4.262679877,4.430816799,2.564949357,2.564949357,3.465735903,1.791759469,1.865867441
1,3,0,1,0,0,0,1,1,1,8,316,207,235,34,63,65,15,5,29,12,5.909090909,5.755742214,5.332718793,5.459585514,3.526360525,4.143134726,4.17438727,2.708050201,1.609437912,3.36729583,2.48490665,1.776491997
0,4,0,0,1,0,1,1,4,1,8,1316,541,604,10,62,185,20,20,32,4,15.41666667,7.182352112,6.293419279,6.403574198,2.302585093,4.127134385,5.220355825,2.995732274,2.995732274,3.465735903,1.386294361,2.735449175
1,5,0,0,0,1,1,1,4,0,9,5575,835,867,3,66,128,13,12,31,9,9.846153846,8.626047596,6.727431725,6.765038977,1.098612289,4.189654742,4.852030264,2.564949357,2.48490665,3.433987204,2.197224577,2.287080906
0,3,0,1,0,0,0,1,4,0,5,768,288,327,17,66,84,10,5,28,9,5.25,6.643789733,5.66296048,5.789960171,2.833213344,4.189654742,4.430816799,2.302585093,1.609437912,3.33220451,2.197224577,1.658228077
0,3,0,1,0,0,1,3,6,0,8,428,289,304,16,24,30,15,15,33,5,10,6.059123196,5.666426688,5.717027701,2.772588722,3.17805383,3.401197382,2.708050201,2.708050201,3.496507561,1.609437912,2.302585093
0,2,1,0,0,0,1,1,2,1,8,615,373,430,18,37,51,8,6,29,4,5.666666667,6.421622268,5.92157842,6.063785209,2.890371758,3.610917913,3.931825633,2.079441542,1.791759469,3.36729583,1.386294361,1.734601055
0,4,0,0,1,0,0,1,1,1,8,393,255,312,23,27,37,12,12,29,9,9.25,5.973809612,5.541263545,5.743003188,3.135494216,3.295836866,3.610917913,2.48490665,2.48490665,3.36729583,2.197224577,2.224623552
0,4,0,0,1,0,1,1,5,0,8,931,397,461,6,28,50,25,25,37,8,25,6.836259277,5.983936281,6.133398043,1.791759469,3.33220451,3.912023005,3.218875825,3.218875825,3.610917913,2.079441542,3.218875825
0,5,0,0,0,1,0,1,5,1,2,951,331,397,26,56,145,25,25,18,15,24.16666667,6.857514063,5.802118375,5.983936281,3.258096538,4.025351691,4.976733742,3.218875825,3.218875825,2.890371758,2.708050201,3.184974273
1,5,0,0,0,1,1,1,4,1,6,1242,425,500,8,73,153,10,10,37,6,6.375,7.124478262,6.052089169,6.214608098,2.079441542,4.290459441,5.030437921,2.302585093,2.302585093,3.610917913,1.791759469,1.852384091
1,2,1,0,0,0,1,1,5,0,8,563,334,345,7,27,36,10,10,32,6,7.2,6.333279628,5.811140993,5.843544417,1.945910149,3.295836866,3.583518938,2.302585093,2.302585093,3.465735903,1.791759469,1.974081026
1,3,0,1,0,0,1,1,4,1,0,555,399,395,16,81,199,13,6,30,3,6.862068966,6.318968114,5.988961417,5.978885765,2.772588722,4.394449155,5.293304825,2.564949357,1.791759469,3.401197382,1.098612289,1.926008995
1,4,0,0,1,0,1,1,5,1,8,487,310,339,13,47,48,8,5,30,30,4.8,6.188264123,5.736572297,5.826000107,2.564949357,3.850147602,3.871201011,2.079441542,1.609437912,3.401197382,3.401197382,1.568615918
1,5,0,0,0,1,1,1,5,1,2,2836,304,447,23,78,241,10,5,31,4,5.127659575,7.950149888,5.717027701,6.102558595,3.135494216,4.356708827,5.484796933,2.302585093,1.609437912,3.433987204,1.386294361,1.634649332
1,2,1,0,0,0,0,1,2,1,8,754,275,342,19,24,31,6,6,32,2,5.166666667,6.625392368,5.616771098,5.834810737,2.944438979,3.17805383,3.433987204,1.791759469,1.791759469,3.465735903,0.693147181,1.642227735
1,3,0,1,0,0,1,1,3,0,1,519,230,279,33,46,111,15,12,28,10,11.1,6.251903883,5.438079309,5.631211782,3.496507561,3.828641396,4.709530201,2.708050201,2.48490665,3.33220451,2.302585093,2.406945108
1,2,1,0,0,0,1,1,4,1,0,642,0,0,0,130,296,25,10,17,2,10.96296296,6.464588304,,,,4.86753445,5.690359454,3.218875825,2.302585093,2.833213344,0.693147181,2.394522588
1,4,0,0,1,0,1,1,5,0,8,632,510,547,0,46,74,14,14,32,9,12.33333333,6.448889394,6.234410726,6.304448802,,3.828641396,4.304065093,2.63905733,2.63905733,3.465735903,2.197224577,2.512305624
0,5,0,0,0,1,0,1,4,0,8,747,354,373,6,55,179,50,12,29,4,22.375,6.616065185,5.869296913,5.92157842,1.791759469,4.007333185,5.187385806,3.912023005,2.48490665,3.36729583,1.386294361,3.107944264
0,5,0,0,0,1,1,1,7,0,8,1485,634,725,6,23,34,12,12,30,4,11.33333333,7.303170051,6.452048954,6.586171655,1.791759469,3.135494216,3.526360525,2.48490665,2.48490665,3.401197382,1.386294361,2.427748236
0,5,0,0,0,1,1,1,4,0,8,2008,357,471,13,24,29,10,5,30,0,5.8,7.604894481,5.877735782,6.154858094,2.564949357,3.17805383,3.36729583,2.302585093,1.609437912,3.401197382,,1.757857918
0,4,0,0,1,0,1,1,4,1,5,1069,454,437,11,57,111,15,12,35,6,10.09090909,6.974478911,6.118097198,6.079933195,2.397895273,4.043051268,4.709530201,2.708050201,2.48490665,3.555348061,1.791759469,2.311634929
0,5,0,0,0,1,1,1,4,1,8,816,271,328,24,15,15,15,15,37,5,15,6.704414355,5.602118821,5.793013608,3.17805383,2.708050201,2.708050201,2.708050201,2.708050201,3.610917913,1.609437912,2.708050201
1,5,0,0,0,1,0,1,3,1,3,998,424,486,8,60,118,21,21,37,7,10.72727273,6.905753276,6.049733455,6.186208624,2.079441542,4.094344562,4.770684624,3.044522438,3.044522438,3.610917913,1.945910149,2.372789352
1,4,0,0,1,0,1,1,4,0,8,1616,604,662,4,62,80,8,6,32,13,5.714285714,7.387709239,6.403574198,6.495265556,1.386294361,4.127134385,4.382026635,2.079441542,1.791759469,3.465735903,2.564949357,1.742969305
0,3,0,1,0,0,1,1,1,1,1,441,247,306,22,74,129,12,9,31,14,6.789473684,6.089044875,5.509388337,5.723585102,3.091042453,4.304065093,4.859812404,2.48490665,2.197224577,3.433987204,2.63905733,1.915373425
0,2,1,0,0,0,0,1,5,1,8,938,455,437,11,28,80,25,25,30,5,20,6.843749949,6.120297419,6.079933195,2.397895273,3.33220451,4.382026635,3.218875825,3.218875825,3.401197382,1.609437912,2.995732274
0,3,0,1,0,0,1,1,1,1,8,782,393,446,7,69,96,11,10,32,13,7.384615385,6.661854741,5.973809612,6.100318952,1.945910149,4.234106505,4.564348191,2.397895273,2.302585093,3.465735903,2.564949357,1.999398834
0,5,0,0,0,1,1,1,4,1,8,638,242,308,20,35,51,7,4,28,4,4.636363636,6.458338283,5.488937726,5.730099783,2.995732274,3.555348061,3.931825633,1.945910149,1.386294361,3.33220451,1.386294361,1.53393036
1,5,0,0,0,1,1,1,4,1,8,2102,316,374,12,50,94,20,19,26,3,15.66666667,7.650644551,5.755742214,5.924255797,2.48490665,3.912023005,4.543294782,2.995732274,2.944438979,3.258096538,1.098612289,2.751535313
0,4,0,0,1,0,1,1,4,0,6,557,343,374,11,34,50,10,9,31,7,7.142857143,6.32256524,5.837730447,5.924255797,2.397895273,3.526360525,3.912023005,2.302585093,2.197224577,3.433987204,1.945910149,1.966112856
1,5,0,0,0,1,1,1,5,0,8,1620,613,709,0,52,70,25,20,37,27,17.5,7.390181428,6.418364936,6.563855527,,3.951243719,4.248495242,3.218875825,2.995732274,3.610917913,3.295836866,2.862200881
0,4,0,0,1,0,1,1,4,0,9,1561,670,705,3,60,86,25,25,31,5,12.28571429,7.353081921,6.507277712,6.558197803,1.098612289,4.094344562,4.454347296,3.218875825,3.218875825,3.433987204,1.609437912,2.508437147
1,3,0,1,0,0,0,1,3,0,2,490,281,312,22,65,113,11,10,31,3,7.533333333,6.194405391,5.638354669,5.743003188,3.091042453,4.17438727,4.727387819,2.397895273,2.302585093,3.433987204,1.098612289,2.019337618
0,4,0,0,1,0,0,1,1,1,8,370,170,217,39,67,193,30,11,28,8,10.72222222,5.913503006,5.135798437,5.379897354,3.663561646,4.204692619,5.262690189,3.401197382,2.397895273,3.33220451,2.079441542,2.372318431
1,5,0,0,0,1,1,1,4,1,8,1043,246,303,24,17,20,20,20,37,5,20,6.949856455,5.505331536,5.713732806,3.17805383,2.833213344,2.995732274,2.995732274,2.995732274,3.610917913,1.609437912,2.995732274
0,5,0,0,0,1,1,1,6,1,7,3337,516,597,4,61,121,23,23,36,11,17.28571429,8.112827479,6.246106765,6.391917113,1.386294361,4.110873864,4.795790546,3.135494216,3.135494216,3.583518938,2.397895273,2.849880397
1,2,1,0,0,0,1,1,4,1,9,1318,494,587,6,62,112,20,20,36,26,14,7.183870715,6.202535517,6.37502482,1.791759469,4.127134385,4.718498871,2.995732274,2.995732274,3.583518938,3.258096538,2.63905733
0,5,0,0,0,1,1,1,7,0,7,2628,579,660,2,68,397,100,25,37,8,36.09090909,7.87397838,6.361302478,6.492239835,0.693147181,4.219507705,5.983936281,4.605170186,3.218875825,3.610917913,2.079441542,3.586041008
0,5,0,0,0,1,1,1,4,1,8,1525,517,632,10,39,77,9,5,30,10,6.416666667,7.329749689,6.248042875,6.448889394,2.302585093,3.663561646,4.343805422,2.197224577,1.609437912,3.401197382,2.302585093,1.858898772
0,5,0,0,0,1,1,1,5,1,8,2366,468,542,6,55,82,12,10,17,7,10.25,7.768956045,6.148468296,6.295266001,1.791759469,4.007333185,4.406719247,2.48490665,2.302585093,2.833213344,1.945910149,2.327277706
0,2,1,0,0,0,1,1,4,0,8,706,429,426,6,24,45,15,15,31,3,15,6.559615237,6.061456919,6.054439346,1.791759469,3.17805383,3.80666249,2.708050201,2.708050201,3.433987204,1.098612289,2.708050201
0,5,0,0,0,1,0,1,5,1,8,676,365,393,4,24,56,20,14,28,3,14,6.516193076,5.899897354,5.973809612,1.386294361,3.17805383,4.025351691,2.995732274,2.63905733,3.33220451,1.098612289,2.63905733
0,5,0,0,0,1,1,1,4,1,8,894,480,497,4,31,40,10,10,31,2,8,6.795705775,6.173786104,6.208590026,1.386294361,3.433987204,3.688879454,2.302585093,2.302585093,3.433987204,0.693147181,2.079441542
0,5,0,0,0,1,0,1,1,1,8,861,252,321,27,35,50,10,5,30,5,7.142857143,6.758094504,5.529429088,5.771441123,3.295836866,3.555348061,3.912023005,2.302585093,1.609437912,3.401197382,1.609437912,1.966112856
0,4,0,0,1,0,1,1,1,1,1,336,256,285,23,83,244,9,8,32,0,6.256410256,5.81711116,5.545177444,5.65248918,3.135494216,4.418840608,5.497168225,2.197224577,2.079441542,3.465735903,,1.833606579
1,5,0,0,0,1,1,1,5,1,8,1527,347,372,15,16,25,25,25,36,5,25,7.331060305,5.84932478,5.918893854,2.708050201,2.772588722,3.218875825,3.218875825,3.218875825,3.583518938,1.609437912,3.218875825
0,5,0,0,0,1,1,1,1,0,8,826,296,330,27,71,92,8,8,31,6,5.75,6.716594774,5.690359454,5.799092654,3.295836866,4.262679877,4.521788577,2.079441542,2.079441542,3.433987204,1.791759469,1.749199855
0,5,0,0,0,1,1,1,5,0,3,884,268,380,30,74,168,18,18,36,3,12.92307692,6.784457063,5.590986981,5.940171253,3.401197382,4.304065093,5.123963979,2.890371758,2.890371758,3.583518938,1.098612289,2.559014622
1,4,0,0,1,0,1,1,5,1,8,479,301,341,20,28,29,7,7,30,9,5.8,6.171700597,5.707110265,5.831882477,2.995732274,3.33220451,3.36729583,1.945910149,1.945910149,3.401197382,2.197224577,1.757857918
1,3,0,1,0,0,1,2,7,0,8,1842,663,758,3,31,115,25,25,28,3,23,7.518607217,6.49677499,6.630683386,1.098612289,3.433987204,4.744932128,3.218875825,3.218875825,3.33220451,1.098612289,3.135494216
1,5,0,0,0,1,1,1,5,0,8,799,423,469,10,27,30,20,10,30,7,15,6.683360946,6.047372179,6.150602768,2.302585093,3.295836866,3.401197382,2.995732274,2.302585093,3.401197382,1.945910149,2.708050201
1,3,0,1,0,0,1,1,6,1,8,405,215,265,28,20,30,20,20,31,6,15,6.003887067,5.370638028,5.579729826,3.33220451,2.995732274,3.401197382,2.995732274,2.995732274,3.433987204,1.791759469,2.708050201
0,3,0,1,0,0,0,1,4,1,8,826,503,516,1,24,47,25,25,32,3,15.66666667,6.716594774,6.22059017,6.246106765,0,3.17805383,3.850147602,3.218875825,3.218875825,3.465735903,1.098612289,2.751535313
0,5,0,0,0,1,1,1,4,1,7,1245,452,457,7,35,55,15,15,32,24,13.75,7.126890809,6.11368218,6.124683391,1.945910149,3.555348061,4.007333185,2.708050201,2.708050201,3.465735903,3.17805383,2.621038824
0,3,0,1,0,0,1,1,3,0,8,1153,511,571,4,26,40,15,15,31,5,10,7.05012252,6.23636959,6.34738921,1.386294361,3.258096538,3.688879454,2.708050201,2.708050201,3.433987204,1.609437912,2.302585093
1,5,0,0,0,1,0,1,5,0,5,347,186,219,40,42,45,7,4,32,8,4.5,5.84932478,5.225746674,5.38907173,3.688879454,3.737669618,3.80666249,1.945910149,1.386294361,3.465735903,2.079441542,1.504077397
0,2,1,0,0,0,0,1,2,1,8,667,237,318,30,30,73,10,7,28,1,5.615384615,6.502790046,5.468060141,5.762051383,3.401197382,3.401197382,4.290459441,2.302585093,1.945910149,3.33220451,0,1.725510084
0,5,0,0,0,1,1,1,6,0,5,567,324,359,17,109,619,36,25,23,5,19.96774194,6.340359304,5.780743516,5.883322388,2.833213344,4.691347882,6.428105273,3.583518938,3.218875825,3.135494216,1.609437912,2.994118068
0,4,0,0,1,0,1,1,7,1,8,1896,656,777,5,21,27,11,11,29,2,6.75,7.547501683,6.486160789,6.65544035,1.609437912,3.044522438,3.295836866,2.397895273,2.397895273,3.36729583,0.693147181,1.909542505
1,2,1,0,0,0,1,1,5,1,8,625,334,361,12,24,34,11,11,32,4,8.5,6.43775165,5.811140993,5.888877958,2.48490665,3.17805383,3.526360525,2.397895273,2.397895273,3.465735903,1.386294361,2.140066163
1,4,0,0,1,0,0,1,2,1,1,406,161,207,47,44,66,10,10,28,10,8.25,6.00635316,5.081404365,5.332718793,3.850147602,3.784189634,4.189654742,2.302585093,2.302585093,3.33220451,2.302585093,2.1102132
0,5,0,0,0,1,1,3,6,1,5,553,300,310,23,73,375,14,7,30,4,8.333333333,6.315358002,5.703782475,5.736572297,3.135494216,4.290459441,5.926926026,2.63905733,1.945910149,3.401197382,1.386294361,2.120263536
0,5,0,0,0,1,1,1,6,0,8,2120,434,458,11,21,35,20,20,31,5,17.5,7.659171368,6.073044534,6.126869184,2.397895273,3.044522438,3.555348061,2.995732274,2.995732274,3.433987204,1.609437912,2.862200881
0,2,1,0,0,0,1,1,4,0,5,934,376,452,10,66,174,25,25,17,23,15.81818182,6.839476438,5.929589143,6.11368218,2.302585093,4.189654742,5.159055299,3.218875825,3.218875825,2.833213344,3.135494216,2.761160026
0,2,1,0,0,0,1,3,5,1,8,887,488,522,2,61,77,20,20,37,16,12.83333333,6.787844982,6.190315406,6.257667588,0.693147181,4.110873864,4.343805422,2.995732274,2.995732274,3.610917913,2.772588722,2.552045953
1,4,0,0,1,0,1,1,2,1,2,423,227,279,32,89,368,25,21,22,8,15.33333333,6.047372179,5.424950017,5.631211782,3.465735903,4.48863637,5.908082938,3.218875825,3.044522438,3.091042453,2.079441542,2.730029108
0,5,0,0,0,1,1,1,5,1,6,2201,360,420,14,60,182,37,25,31,5,20.22222222,7.696667082,5.886104031,6.040254711,2.63905733,4.094344562,5.204006687,3.610917913,3.218875825,3.433987204,1.609437912,3.00678211
1,2,1,0,0,0,1,1,4,0,7,836,414,410,9,69,295,26,15,28,5,19.66666667,6.728628613,6.025865974,6.01615716,2.197224577,4.234106505,5.686975356,3.258096538,2.708050201,3.33220451,1.609437912,2.978925155
1,4,0,0,1,0,0,1,7,0,8,455,388,546,21,37,45,20,20,37,2,11.25,6.120297419,5.96100534,6.302618976,3.044522438,3.610917913,3.80666249,2.995732274,2.995732274,3.610917913,0.693147181,2.420368129
0,5,0,0,0,1,1,1,4,1,8,1041,247,310,24,32,56,15,15,28,5,9.333333333,6.947937069,5.509388337,5.736572297,3.17805383,3.465735903,4.025351691,2.708050201,2.708050201,3.33220451,1.609437912,2.233592222
0,2,1,0,0,0,1,1,5,0,8,801,430,467,2,53,175,25,21,37,13,19.44444444,6.685860947,6.063785209,6.146329258,0.693147181,3.970291914,5.164785974,3.218875825,3.044522438,3.610917913,2.564949357,2.967561397
0,5,0,0,0,1,1,1,4,1,8,3190,646,687,6,25,46,20,20,31,8,15.33333333,8.067776196,6.470799504,6.532334292,1.791759469,3.218875825,3.828641396,2.995732274,2.995732274,3.433987204,2.079441542,2.730029108
0,5,0,0,0,1,0,1,2,0,8,2524,505,552,6,23,42,21,21,37,8,21,7.833600224,6.224558429,6.313548046,1.791759469,3.135494216,3.737669618,3.044522438,3.044522438,3.610917913,2.079441542,3.044522438
0,4,0,0,1,0,1,1,7,1,8,1431,699,784,0,34,62,16,10,34,6,12.4,7.26612878,6.549650742,6.66440902,,3.526360525,4.127134385,2.772588722,2.302585093,3.526360525,1.791759469,2.517696473
